顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C1561,20240219,41,1,近畿,20250825,4745.0
C0148,20210909,70,1,中部,20251007,31665.0
C1142,20211222,65,1,東北,20250110,10861.0
C0850,20220830,74,2,中部,20250601,21171.0
C0367,20240705,54,2,中国,20251210,21199.0
C0850,20220830,74,2,中部,20250414,48274.0
C1090,20220406,76,2,九州,20250504,49261.0
C1994,20240402,73,1,北海道,20250704,-2163.0
C0813,20210402,76,1,関東,20251017,3599.0
C1394,20240912,37,2,北海道,20250210,10911.0
C0175,20241213,42,2,中国,20250111,49380.0
C1855,20200901,63,2,北海道,20250806,15553.0
C0588,20231124,66,1,北海道,20250101,34489.0
C0495,20200518,37,1,四国,20250620,44831.0
C0973,20200710,52,1,中部,20251204,18813.0
C1138,20230719,72,2,四国,20251009,33255.0
C1135,20200604,61,1,四国,20250222,42889.0
C1785,20200811,34,1,,20250505,24520.0
C1463,20220428,44,1,北海道,20250624,24541.0
C1739,20200117,40,1,中国,20250922,-4764.0
C1171,20210415,56,2,東北,20250922,22350.0
C0035,20220129,38,2,近畿,20250718,39397.0
C0999,20210613,22,2,近畿,20250913,6549.0
C1333,20200327,47,1,近畿,20250621,22453.0
C0538,20211005,55,1,中部,20250228,30191.0
C0750,20231010,37,2,中部,20250416,7906.0
C1038,20220409,78,1,四国,20250505,9988.0
C0374,20210429,67,2,中国,20250116,22723.0
C0557,20201112,50,2,中部,20250207,28800.0
C1452,20210902,55,1,中部,20250831,34107.0
C1752,20200316,25,2,九州,20250729,22430.0
C0233,20211221,51,2,関東,20251111,27535.0
C0705,20211118,51,1,近畿,20251012,-2060.0
C0563,20230509,50,1,北海道,20250617,16793.0
C0939,20200419,21,2,中国,20250921,7262.0
C0887,20230101,43,1,近畿,20250408,47284.0
C0726,20221008,53,1,近畿,20250514,39420.0
C1687,20230522,66,2,北海道,20251231,32710.0
C1464,20210510,45,1,東北,20250630,1961.0
C1526,20200524,59,1,中国,20250810,21499.0
C1299,20220312,44,1,中部,20251230,35498.0
C1874,20210712,72,2,九州,20250529,26283.0
C0076,20200614,40,2,北海道,20250901,-4367.0
C0439,20220713,79,1,中部,20251109,1822.0
C1756,20210203,20,2,東北,20250317,48255.0
C1884,20210213,28,1,四国,20250919,20968.0
C1980,20200205,73,2,九州,20250819,34255.0
C0699,20230711,75,2,関東,20250710,42899.0
C1313,20221025,52,1,中国,20250514,14830.0
C0915,20210508,43,2,四国,20251105,738.0
C1564,20241204,22,2,関東,20250909,-1902.0
C0891,20230611,67,1,中部,20250902,24888.0
C0692,20241102,41,2,九州,20250922,3097.0
C0253,20230426,76,2,北海道,20251121,8136.0
C1150,20241022,27,1,中国,20251126,33244.0
C1201,20230609,19,1,九州,20251209,3253.0
C1061,20200429,47,1,四国,20250104,49333.0
C0410,20240814,75,2,四国,20250206,45969.0
C1635,20220928,67,1,中部,20250312,20208.0
C1634,20220201,80,1,関東,20250919,-113.0
C0127,20230625,42,2,近畿,20250825,46750.0
C1507,20210118,38,2,東北,20251103,39411.0
C1192,20221013,50,1,四国,20251221,4492.0
C0592,20241217,20,2,関東,20250627,30421.0
C0294,20211006,33,2,北海道,20250406,-3546.0
C1869,20241010,62,1,関東,20250815,12522.0
C1662,20230625,57,1,関東,20250111,33575.0
C1367,20210916,63,1,北海道,20250923,-1808.0
C1020,20241009,72,1,九州,20250708,40580.0
C0310,20200519,44,2,九州,20250728,10775.0
C0662,20241219,58,1,四国,20250113,5402.0
C0528,20241104,63,2,北海道,20250611,8074.0
C0540,20240514,25,2,東北,20250301,10245.0
C0419,20200119,52,2,北海道,20250105,31527.0
C0444,20200117,38,2,中国,20250721,47181.0
C0685,20240907,54,1,近畿,20250112,20936.0
C1582,20210725,34,2,近畿,20251207,22002.0
C0840,20230215,70,1,近畿,20250828,10683.0
C0236,20210124,73,2,関東,20250813,7460.0
C1463,20220428,44,1,,20250701,49247.0
C0214,20240422,52,1,中部,20251024,25482.0
C0085,20200120,42,1,東北,20251031,11447.0
C0794,20200707,37,2,中部,20251103,43228.0
C1768,20231230,63,1,九州,20250627,12729.0
C0085,20200120,42,1,東北,20250428,45126.0
C1945,20220226,79,1,九州,20251218,15545.0
C1513,20240223,21,1,中国,20250317,23204.0
C0065,20221015,52,1,関東,20250215,4814.0
C1670,20240226,69,2,中部,20250815,8890.0
C0663,20220605,76,1,東北,20251222,47482.0
C0627,20230416,77,1,近畿,,-3260.0
C0064,20240525,41,1,東北,20250828,25121.0
C1367,20210916,63,1,北海道,20251214,6218.0
C0939,20200419,21,2,中国,20250521,1055.0
C1899,20230901,64,2,中部,20250723,17705.0
C0919,20201229,67,2,東北,20250530,29722.0
C1376,20220108,70,1,東北,20250510,44431.0
C1182,20220108,62,2,四国,20251215,46543.0
C1613,20240801,34,2,中部,20251129,37000.0
C0491,20220819,41,2,中国,20250926,1439.0
C1682,20200408,75,2,中部,20251109,25921.0
C1879,20240629,66,2,四国,20250517,28729.0
C1487,20210723,22,1,北海道,20250426,18211.0
C1249,20230621,33,2,関東,20251217,25614.0
C1941,20210605,53,1,中国,20250610,12601.0
C0313,20201107,24,2,関東,20250604,22796.0
C0615,20210120,28,2,近畿,20250622,1007.0
C0919,20201229,67,2,東北,20250510,15514.0
C1883,20210614,64,1,四国,20250320,12776.0
C0813,20210402,76,1,関東,20250226,-2924.0
C0940,20200710,55,2,北海道,20251217,20350.0
C1490,20200126,38,1,北海道,20250226,48468.0
C1112,20201002,43,1,中国,20251229,33964.0
C1907,20231105,22,1,九州,20251201,11292.0
C1327,20201216,35,1,近畿,20250514,26510.0
C0680,20240602,48,2,中部,20250114,23000.0
C0435,20231227,28,2,北海道,20251010,38083.0
C0682,20220407,78,1,中部,20251021,48741.0
C1159,20240509,52,2,中国,20250527,25383.0
C1074,20221017,59,1,関東,20250507,6785.0
C1456,20240906,54,1,関東,20250917,35910.0
C0340,20221007,30,2,近畿,20251110,34028.0
C0347,20200917,48,1,北海道,20250806,19855.0
C0646,20211115,25,1,四国,20250821,NaN
C1371,20230819,52,1,九州,20250617,43302.0
C0649,20240703,70,2,近畿,20250523,-159.0
C0245,20210721,29,1,東北,20250917,26668.0
C0109,20200409,56,2,近畿,20250806,21918.0
C1849,20201111,48,1,北海道,20251104,41152.0
C1823,20220915,21,2,九州,20250526,12443.0
C0533,20200724,28,1,中国,20250409,27250.0
C1114,20211217,54,1,中国,20250701,-3078.0
C0296,20220509,45,2,九州,20250618,26976.0
C0112,20200914,46,1,四国,20250821,6991.0
C1837,20200611,33,2,九州,20250403,33869.0
C1613,20240801,34,2,中部,20250427,48744.0
C1201,20230609,19,1,九州,20250104,17733.0
C0343,20221128,66,1,中部,20250326,-2527.0
C1684,20240326,47,1,東北,20250616,3108.0
C0101,20241206,72,1,関東,20250107,23715.0
C1782,20220410,75,2,中国,20250820,43218.0
C0629,20210105,31,1,北海道,20250908,37811.0
C1628,20240406,58,1,関東,20250326,27210.0
C1425,20241024,36,2,九州,20251115,43978.0
C0028,20240602,49,2,東北,20250712,32317.0
C0937,20200225,55,2,東北,20250503,28362.0
C1986,20220427,59,2,関東,20250330,49604.0
C1561,20240219,41,1,近畿,20250405,44658.0
C0058,20240206,76,1,北海道,20251027,-111.0
C1522,20210307,46,1,東北,20251224,19021.0
C0297,20200121,50,2,九州,20250214,3212.0
C0134,20240112,66,1,四国,20250910,26971.0
C1355,20230312,19,2,中部,20250220,45551.0
C0249,20210320,57,1,関東,20250306,-1799.0
C1021,20200719,33,1,中部,20250223,35622.0
C0550,20230703,49,1,北海道,20250810,34531.0
C0902,20201231,42,2,東北,20250313,38421.0
C1965,20230925,42,1,北海道,20250617,19346.0
C1099,20220204,43,2,東北,20250705,32958.0
C1678,20200425,66,1,東北,20250523,8715.0
C0834,20210109,66,2,中部,20250119,681.0
C1192,20221013,50,1,四国,20250110,31446.0
C0771,20200729,64,1,東北,20250929,41870.0
C1527,20230912,38,1,関東,20250620,11720.0
C1909,20210319,69,2,近畿,20251230,-3333.0
C1379,20240813,38,2,中国,20250116,23152.0
C1249,20230621,33,2,関東,20250321,45061.0
C1688,20211115,29,1,北海道,20251011,3204.0
C1555,20200515,25,2,関東,20250709,32890.0
C0146,20230614,65,1,中国,20250528,19537.0
C1984,20200724,71,1,九州,20250612,6217.0
C1265,20211130,22,2,中国,20250922,43351.0
C1908,20220216,74,1,四国,20251226,28741.0
C0893,20241109,34,1,近畿,20250518,15654.0
C0344,20211023,58,2,中国,20251028,-3592.0
C1773,20200304,58,1,四国,20251231,37903.0
C1059,20230429,43,2,関東,20250130,13672.0
C0702,20220611,53,2,近畿,20251031,36506.0
C0001,20200519,64,1,近畿,20250617,42117.0
C0153,20230404,66,1,関東,20250401,-3782.0
C0429,20220127,49,1,近畿,20250401,45572.0
C1969,20220705,41,1,中部,20250730,31145.0
C0508,20210617,55,1,近畿,20251126,38732.0
C1150,20241022,27,1,中国,20251027,25105.0
C0491,20220819,41,2,中国,20250623,-902.0
C1506,20220621,80,1,関東,20250514,46890.0
C0345,20210228,34,1,中部,20250124,2619.0
C1936,20200112,37,2,中部,20250720,6939.0
C1762,20231105,59,1,関東,20250807,13226.0
C0221,20210518,49,1,近畿,20250107,20322.0
C1939,20210810,27,2,近畿,20250106,46968.0
C1943,20241027,43,2,北海道,20250428,11878.0
C0723,20200909,52,2,近畿,20250610,1560.0
C1049,20240618,25,1,近畿,20250326,33278.0
C0528,20241104,63,2,北海道,20250905,31212.0
C1206,20210906,49,2,北海道,20250615,24299.0
C1523,20200213,69,1,中国,20250525,2543.0
C0841,20210615,67,1,関東,20250131,18946.0
C1665,20221114,77,1,北海道,20250808,48146.0
C1066,20231206,27,1,,20250513,26740.0
C1939,20210810,27,2,近畿,20250305,40197.0
C0481,20210513,32,2,東北,20250317,2253.0
C0930,20220221,30,1,中部,20250511,8775.0
C1872,20220918,72,1,北海道,20251108,27813.0
C1772,20221110,19,1,近畿,20251115,22632.0
C0872,20220409,38,2,中国,20251227,43365.0
C1463,20220428,44,1,北海道,20250207,-2943.0
C1426,20211128,26,2,関東,20250223,28431.0
C1570,20220928,25,2,東北,20250510,32436.0
C0345,20210228,34,1,中部,20250806,13413.0
C1917,20210707,47,2,中部,20250102,25225.0
C0045,20200805,65,2,近畿,20250903,33485.0
C1670,20240226,69,2,中部,20250520,-2304.0
C0021,20240829,32,2,東北,20251023,40968.0
C1658,20200130,35,1,関東,20250915,11101.0
C1094,20240921,71,1,東北,20250415,3831.0
C1888,20230916,62,2,中国,20251202,14047.0
C0873,20241105,18,2,四国,20250704,46897.0
C0048,20200720,76,1,東北,20251030,4.0
C1515,20220930,69,2,中国,20250901,17705.0
C0551,20210714,32,1,関東,20250613,40924.0
C0287,20200430,44,1,東北,20250512,16509.0
C1002,20220724,54,1,中国,20250722,49100.0
C1034,20240927,39,2,九州,20250729,32170.0
C0542,20230219,39,2,九州,20251213,38555.0
C0756,20201204,42,2,九州,20250411,9662.0
C0274,20200514,67,2,中部,20250928,47579.0
C0956,20230114,42,1,北海道,20250218,33680.0
C0600,20240516,49,2,関東,20250827,-4606.0
C1780,20201007,59,2,北海道,20250803,42403.0
C0381,20201015,27,2,九州,20251018,31365.0
C1353,20201020,27,1,中国,20251216,5524.0
C0479,20201201,70,1,関東,20251007,28097.0
C0015,20240221,23,2,九州,20251112,21673.0
C0516,20200425,70,1,中国,20250318,12156.0
C0191,20221020,51,1,関東,20251031,-3355.0
C1192,20221013,50,1,四国,20250531,24049.0
C1545,20230428,77,2,中部,20251024,45939.0
C0621,20210129,39,2,北海道,,4815.0
C1161,20220724,38,2,中部,20250717,45151.0
C0154,20211018,74,1,関東,20251014,-3152.0
C1412,20200417,51,2,北海道,20250124,29329.0
C1233,20230318,61,1,中部,20250109,28541.0
C0272,20230522,30,2,関東,20250512,2311.0
C0143,20240731,79,2,東北,20250318,16563.0
C1635,20220928,67,1,中部,20250814,10203.0
C1913,20220424,20,2,北海道,20250511,45955.0
C1844,20201014,41,1,関東,20250331,4290.0
C1093,20230702,39,2,東北,20250427,29818.0
C0247,20220502,26,1,中国,20250420,12131.0
C1285,20240224,55,1,近畿,20251220,25143.0
C0788,20200618,25,2,中部,20250928,19509.0
C0079,20240102,32,1,近畿,20250815,17244.0
C1682,20200408,75,2,中部,20250901,31741.0
C0623,20230921,80,1,東北,20251104,21898.0
C1794,20200203,33,1,関東,20250224,29383.0
C1629,20230501,58,1,中国,20250206,42318.0
C0525,20210615,35,2,関東,20250224,15138.0
C0772,20220504,48,1,中部,20250112,38262.0
C0938,20201225,63,1,中部,20250704,506.0
C1645,20200907,70,1,東北,20250825,15605.0
C1354,20241123,42,2,北海道,20251020,8054.0
C1213,20220102,71,2,中部,20250723,23231.0
C1119,20230720,53,1,四国,20250730,8861.0
C0617,20220103,33,1,近畿,20250814,6587.0
C1032,20220630,38,2,関東,20250107,8515.0
C0067,20220216,77,2,四国,20250808,16675.0
C1520,20240825,52,1,東北,20251107,33622.0
C0191,20221020,51,1,関東,20250128,11600.0
C1390,20210726,45,1,九州,20251020,22892.0
C0768,20240815,53,2,近畿,20250731,12743.0
C0521,20220413,30,2,中部,20250708,-1226.0
C0990,20240102,65,2,北海道,20250316,16801.0
C1141,20220127,39,2,東北,20250830,32695.0
C0267,20230308,77,2,北海道,20250424,23853.0
C1635,20220928,67,1,中部,20250616,-571.0
C0485,20241103,69,1,九州,20250416,-394.0
C1533,20230402,73,2,近畿,20250531,-522.0
C1322,20240912,29,1,中部,20250325,43844.0
C1933,20240206,22,1,東北,20250731,13280.0
C1188,20200519,53,1,九州,20250924,35134.0
C0376,20210911,44,2,中国,20251118,-573.0
C0653,20220621,61,1,九州,20250926,41244.0
C1292,20230803,40,1,北海道,20250626,361.0
C0549,20221221,63,2,近畿,,20475.0
C1098,20201013,26,2,中部,20251108,-4359.0
C1532,20220310,34,2,中部,20250701,16730.0
C0073,20240717,57,1,中国,20250608,16113.0
C0308,20230226,53,2,中部,20250708,15011.0
C0199,20201022,23,1,九州,20250705,37853.0
C1154,20220219,78,2,中部,20251105,14659.0
C1782,20220410,75,2,中国,20250903,31818.0
C1848,20200712,36,2,北海道,20251113,32321.0
C0572,20241010,69,1,東北,20250211,16309.0
C0791,20221103,18,2,中国,20251012,13688.0
C1639,20200316,29,1,中部,20251027,23176.0
C1832,20230316,46,1,近畿,20251228,-1657.0
C1856,20220715,36,2,中部,20251021,-2944.0
C1511,20200119,43,1,東北,20250630,14192.0
C1877,20211211,80,1,四国,20251231,18476.0
C1175,20210220,36,1,四国,20250701,4416.0
C1693,20220612,30,2,中国,20251206,34994.0
C1230,20200518,69,1,東北,20250806,-4114.0
C0179,20200618,76,1,中部,20250612,3584.0
C0197,20220801,20,2,四国,,22766.0
C0735,20220313,72,2,関東,20250402,13830.0
C0089,20230205,33,2,関東,20250415,15289.0
C0799,20241011,64,1,,20250726,6530.0
C1458,20210612,80,2,中部,20251124,-1409.0
C0788,20200618,25,2,中部,20250519,23342.0
C0748,20230612,56,1,北海道,20250129,46333.0
C1207,20240902,38,1,関東,20250908,16395.0
C0209,20240617,75,2,中国,20250710,49182.0
C0493,20241211,75,1,中国,20250216,11738.0
C1154,20220219,78,2,中部,20250908,-2369.0
C0665,20230925,45,1,近畿,20250920,12905.0
C1037,20200811,31,2,九州,20250305,14056.0
C1658,20200130,35,1,関東,20251204,39138.0
C0871,20220730,67,1,近畿,20251116,46489.0
C0732,20210522,31,1,東北,20251214,44780.0
C1130,20230208,67,2,近畿,20250925,18546.0
C1399,20230614,23,2,北海道,20250112,30447.0
C1606,20230520,25,1,中国,,49418.0
C1731,20211203,54,2,九州,20250129,32190.0
C0698,20230705,53,2,関東,20250519,21014.0
C1123,20200418,42,1,北海道,20250326,2463.0
C0594,20220507,23,2,四国,20250315,37381.0
C1611,20220414,65,1,中部,20250908,45278.0
C0886,20240314,72,1,関東,20250812,-3220.0
C0852,20220802,48,2,近畿,20250216,21107.0
C1216,20231201,75,1,四国,20250322,26587.0
C0325,20210720,60,2,四国,20250501,37192.0
C0979,20231010,25,2,四国,20250212,34339.0
C1750,20210921,75,1,九州,20250526,19968.0
C1851,20200523,77,1,九州,20250315,28593.0
C0956,20230114,42,1,北海道,20250222,38923.0
C1491,20221025,43,1,中国,20250821,18660.0
C0894,20230531,43,1,北海道,20251022,-2605.0
C1391,20200710,30,2,九州,20251229,31913.0
C1342,20231102,32,2,九州,20250719,26848.0
C0144,20231214,54,2,中部,20250611,10779.0
C0384,20210929,39,1,東北,20250206,492.0
C0216,20201001,35,1,中国,20250407,24722.0
C1385,20230418,62,1,,20250218,2111.0
C0324,20210627,49,2,九州,20250110,40855.0
C1039,20210502,21,1,中国,20250209,4984.0
C0217,20230402,79,2,四国,20250602,27016.0
C1516,20210222,65,2,中国,20250416,22640.0
C0951,20210928,18,1,四国,20250210,1792.0
C1571,20230222,30,2,中国,20250613,21924.0
C0183,20200208,80,2,東北,,47703.0
C0270,20230513,45,1,東北,20250730,27577.0
C0945,20221219,30,1,中部,20250721,2711.0
C1491,20221025,43,1,中国,20250714,15012.0
C0870,20230313,25,2,北海道,20250222,29333.0
C1636,20240318,27,1,近畿,20250527,31435.0
C1543,20241009,67,2,四国,20251009,34227.0
C1566,20240307,61,1,四国,20251106,-904.0
C0467,20240710,29,2,九州,20250831,-3981.0
C0305,20220313,42,2,関東,20250220,19312.0
C1168,20231019,58,2,四国,20250424,4476.0
C0111,20210522,69,2,東北,20250930,3254.0
C1014,20211021,76,1,中国,20250430,27419.0
C0232,20210504,54,2,四国,20250708,6584.0
C1715,20210306,19,2,四国,20250215,965.0
C1608,20210915,55,1,北海道,20250831,6464.0
C1746,20200330,54,2,近畿,20251107,46421.0
C1756,20210203,20,2,東北,20250219,7439.0
C1616,20230124,57,1,東北,20251127,32489.0
C1524,20230902,46,1,近畿,20250111,36176.0
C0595,20220314,26,2,四国,20250217,27963.0
C1578,20220531,68,2,東北,20250225,23440.0
C1297,20210620,38,1,中国,20250108,-1727.0
C1727,20201009,61,2,東北,20250114,10330.0
C0173,20230625,30,1,四国,20250803,16494.0
C0973,20200710,52,1,中部,20250902,5886.0
C1031,20221107,21,1,関東,20250223,-1788.0
C1179,20231022,59,1,北海道,20250930,30523.0
C1546,20231112,57,2,中国,20250511,12905.0
C0546,20231208,34,2,北海道,20250109,17058.0
C0548,20220616,74,2,近畿,20250731,-3920.0
C1945,20220226,79,1,九州,20250502,27675.0
C0518,20221208,41,2,近畿,20250424,17007.0
C1944,20240907,21,2,北海道,20250120,43269.0
C0914,20220713,58,2,関東,20251205,12105.0
C0215,20210930,67,1,関東,20250121,25279.0
C0134,20240112,66,1,四国,20250727,41815.0
C0285,20220722,51,2,関東,20250202,12946.0
C1150,20241022,27,1,中国,20250513,-4361.0
C1945,20220226,79,1,九州,20250710,48412.0
C1463,20220428,44,1,北海道,20250126,7502.0
C1873,20201116,66,1,四国,20251230,32958.0
C0686,20220620,21,2,東北,20250330,23363.0
C1176,20201103,21,1,関東,20250402,NaN
C0331,20201109,53,1,東北,20250202,11473.0
C1562,20240429,62,2,北海道,20250826,29019.0
C1407,20201225,36,2,近畿,20250118,37062.0
C1139,20220605,38,2,九州,20251001,16087.0
C0894,20230531,43,1,北海道,20251016,44500.0
C1506,20220621,80,1,関東,20250127,NaN
C1308,20220704,43,2,四国,,31820.0
C0899,20210829,29,1,中国,20250418,14325.0
C1099,20220204,43,2,東北,20250814,-4729.0
C1190,20230614,26,2,中国,20251120,13414.0
C1213,20220102,71,2,中部,20251221,NaN
C0078,20200602,56,2,近畿,20250119,39466.0
C0947,20200208,40,1,中部,20250811,43657.0
C1626,20210329,21,1,九州,20251008,37425.0
C0688,20200225,61,1,中国,20250414,NaN
C0021,20240829,32,2,東北,20251128,44144.0
C0566,20231023,50,2,中国,20251128,6279.0
C1208,20220512,25,2,関東,20251228,22584.0
C1895,20220530,64,1,北海道,20251016,39783.0
C1246,20230216,47,2,北海道,20250206,34809.0
C0827,20200402,52,1,近畿,20251214,49327.0
C1352,20220602,35,2,四国,20250901,45278.0
C0179,20200618,76,1,中部,20250212,48531.0
C1812,20200527,43,1,東北,20250506,36476.0
C1136,20240205,51,1,北海道,20250109,5857.0
C1760,20230418,52,1,東北,20250114,37261.0
C1750,20210921,75,1,九州,20250511,3052.0
C1083,20240622,71,1,近畿,20251121,11995.0
C1351,20240213,37,2,関東,20250703,44901.0
C0905,20241101,50,1,四国,20251009,8580.0
C1645,20200907,70,1,東北,20250222,13240.0
C1921,20241009,23,1,中部,20250210,12910.0
C0669,20240412,78,1,関東,20251204,5216.0
C0191,20221020,51,1,関東,20251224,33997.0
C1224,20210513,55,1,中部,20250121,41111.0
C1336,20210102,20,2,近畿,20251022,19911.0
C0708,20240802,56,2,北海道,20250727,29866.0
C1059,20230429,43,2,関東,20250531,10438.0
C0379,20211023,39,2,北海道,20250310,2865.0
C0387,20220726,76,1,中国,20251127,11557.0
C1782,20220410,75,2,中国,20251114,7211.0
C0237,20240630,20,2,近畿,20251028,28268.0
C0616,20240617,37,1,近畿,20250127,NaN
C1543,20241009,67,2,四国,20250426,46515.0
C0283,20221023,73,2,北海道,20250522,37816.0
C0001,20200519,64,1,近畿,20250210,18924.0
C1755,20240813,22,1,中部,20250416,39112.0
C0464,20231111,66,1,四国,20250315,46048.0
C1254,20230815,25,2,中国,20250301,49911.0
C0967,20231030,46,1,北海道,20251025,4910.0
C0172,20220703,79,1,四国,20250502,-3222.0
C1111,20240707,66,1,四国,20250722,40752.0
C1577,20211019,62,1,近畿,20250111,14441.0
C1147,20200113,24,1,,20250527,190.0
